content,TAB,TXT,IMG,HDR,TABs,TXTs,IMGs,HDRs,TAB_N,TXT_N,IMG_N,HDR_N,H_line,V_line,Form,Manuscript,Gallery,Front,FILE,PAGE,Category_ID,Category
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX192601320,1,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,CTX192901243,1,10,Neither
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX192901243,2,3,Table
0.35,0.0,0.68,0.32,0.0,False,True,True,False,0,24,1,0,True,True,False,False,False,False,CTX192901243,3,5,Gallery
1.23,0.76,0.0,0.24,0.0,True,True,True,False,2,1,1,0,True,True,True,False,False,False,CTX192901243,4,2,Form-figure
0.85,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX193000229,1,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193000229,2,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193000229,3,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,1,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,2,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,3,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,4,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,5,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,6,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,7,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,8,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX193102237,9,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194003463,1,3,Table
0.38,0.0,0.77,0.23,0.0,False,True,True,False,0,6,1,0,True,True,False,False,False,False,CTX194004617,1,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194103705,1,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,True,False,False,False,False,CTX194103705,2,10,Neither
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194103705,3,1,Form
0.5,0.0,0.52,0.47,0.01,False,True,True,True,0,16,1,1,True,True,False,False,False,False,CTX194300428,1,5,Gallery
0.08,0.0,1.0,0.0,0.0,False,True,False,False,0,3,0,0,False,True,False,False,False,False,CTX194401342,1,9,Mixed
0.31,0.0,0.53,0.47,0.0,False,True,True,False,0,4,1,0,False,True,False,False,False,False,CTX194501522,1,5,Gallery
0.65,1.0,0.0,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194600790,1,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,1,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,10,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,11,3,Table
0.75,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,12,5,Gallery
0.89,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,13,5,Gallery
0.88,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,14,5,Gallery
0.85,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,15,5,Gallery
0.76,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,16,5,Gallery
0.88,0.98,0.02,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194604301,17,1,Form
0.87,0.99,0.01,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194604301,18,1,Form
0.83,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,19,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,2,3,Table
0.88,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,20,5,Gallery
0.85,0.0,0.03,0.97,0.0,False,True,True,False,0,1,1,0,True,True,False,False,True,False,CTX194604301,21,5,Gallery
0.86,0.98,0.02,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194604301,22,1,Form
0.85,0.0,0.03,0.97,0.0,False,True,True,False,0,1,1,0,True,True,False,False,True,False,CTX194604301,23,5,Gallery
0.85,0.98,0.02,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194604301,24,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,25,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194604301,26,1,Form
0.83,0.86,0.0,0.14,0.0,True,False,True,False,2,0,1,0,True,True,True,False,False,False,CTX194604301,27,2,Form-figure
1.4,0.98,0.02,0.0,0.0,True,True,False,False,2,2,0,0,True,False,True,False,False,False,CTX194604301,28,1,Form
1.2,0.74,0.03,0.23,0.0,True,True,True,False,2,1,1,0,False,True,True,False,False,False,CTX194604301,29,2,Form-figure
0.57,0.0,1.0,0.0,0.0,False,True,False,True,0,6,0,1,True,False,False,True,False,False,CTX194604301,3,4,Text-body
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194604301,30,1,Form
0.42,0.0,0.0,1.0,0.0,False,False,True,False,0,0,2,0,False,False,False,False,False,False,CTX194604301,31,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,CTX194604301,32,10,Neither
0.66,0.0,0.04,0.96,0.0,False,True,True,False,0,2,1,0,True,False,False,False,True,False,CTX194604301,33,5,Gallery
0.88,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,False,False,False,False,True,False,CTX194604301,34,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194604301,35,1,Form
0.27,0.0,0.02,0.98,0.0,False,True,True,False,0,1,1,0,True,False,False,False,False,False,CTX194604301,36,5,Gallery
0.8,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,False,True,False,False,True,False,CTX194604301,37,5,Gallery
1.88,0.87,0.0,0.13,0.0,True,False,True,True,6,0,2,1,False,True,True,False,False,False,CTX194604301,38,2,Form-figure
1.42,0.98,0.02,0.0,0.0,True,True,False,False,2,2,0,0,False,False,True,False,False,False,CTX194604301,39,1,Form
0.11,0.0,1.0,0.0,0.0,False,True,False,False,0,1,0,0,True,True,False,False,False,False,CTX194604301,4,3,Table
0.29,0.0,0.02,0.98,0.0,False,True,True,False,0,1,2,0,False,False,False,False,False,False,CTX194604301,40,5,Gallery
0.73,0.0,0.12,0.88,0.0,False,True,True,False,0,1,1,0,True,False,False,False,True,False,CTX194604301,41,5,Gallery
0.64,0.0,0.01,0.99,0.0,False,True,True,False,0,1,4,0,True,False,False,False,True,False,CTX194604301,42,5,Gallery
1.4,0.98,0.02,0.0,0.0,True,True,False,False,2,2,0,0,True,True,True,False,False,False,CTX194604301,43,1,Form
0.88,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,False,False,False,False,True,False,CTX194604301,44,5,Gallery
0.79,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,CTX194604301,45,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,46,3,Table
0.82,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,CTX194604301,47,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,48,3,Table
0.07,0.0,0.97,0.0,0.03,False,True,False,True,0,4,0,1,False,False,False,False,False,False,CTX194604301,49,8,Headers-text
0.67,0.0,1.0,0.0,0.0,False,True,False,False,0,3,0,0,True,True,False,True,False,False,CTX194604301,5,4,Text-body
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194604301,50,1,Form
0.74,0.0,0.0,1.0,0.0,False,False,True,False,0,0,2,0,True,False,False,False,True,False,CTX194604301,51,5,Gallery
0.03,0.0,1.0,0.0,0.0,False,True,False,False,0,2,0,0,True,False,False,False,False,False,CTX194604301,52,1,Form
0.81,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,53,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX194604301,54,1,Form
0.05,0.0,0.98,0.0,0.02,False,True,False,True,0,3,0,1,True,False,False,False,False,False,CTX194604301,55,8,Headers-text
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,CTX194604301,56,10,Neither
0.82,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,True,False,False,True,False,CTX194604301,57,5,Gallery
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,58,3,Table
0.67,0.0,0.0,1.0,0.0,False,False,True,False,0,0,1,0,True,False,False,False,True,False,CTX194604301,59,5,Gallery
0.68,0.0,1.0,0.0,0.0,False,True,False,False,0,5,0,0,True,True,False,True,False,False,CTX194604301,6,4,Text-body
0.88,0.99,0.01,0.0,0.0,True,True,False,False,1,1,0,0,True,False,True,False,False,False,CTX194604301,60,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,7,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX194604301,8,3,Table
0.82,0.99,0.01,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX194604301,9,1,Form
0.86,1.0,0.0,0.0,0.0,True,True,False,False,1,1,0,0,False,False,True,False,False,False,CTX195105285,1,1,Form
0.45,0.0,0.01,0.99,0.0,False,True,True,False,0,1,2,0,True,False,False,False,False,False,CTX195105285,2,5,Gallery
0.84,1.0,0.0,0.0,0.0,True,False,False,True,1,0,0,1,True,True,True,False,False,False,CTX195204980,1,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX195600870,1,3,Table
0.61,0.0,1.0,0.0,0.0,False,True,False,False,0,8,0,0,True,True,False,True,False,False,CTX195600870,10,4,Text-body
0.65,0.0,0.92,0.08,0.0,False,True,True,False,0,7,1,0,True,True,False,True,False,False,CTX195600870,11,4,Text-body
0.71,0.0,0.87,0.13,0.0,False,True,True,False,0,7,1,0,True,True,False,True,False,False,CTX195600870,12,4,Text-body
0.51,0.0,1.0,0.0,0.0,False,True,False,False,0,9,0,0,True,True,False,True,False,False,CTX195600870,13,4,Text-body
0.46,0.0,0.58,0.41,0.01,False,True,True,True,0,8,2,1,False,True,False,False,False,False,CTX195600870,14,5,Gallery
0.43,0.0,0.56,0.44,0.0,False,True,True,False,0,9,3,0,False,True,False,False,False,False,CTX195600870,15,5,Gallery
0.78,0.98,0.02,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX195600870,2,1,Form
0.61,0.0,0.89,0.1,0.02,False,True,True,True,0,8,1,1,True,True,False,True,False,False,CTX195600870,3,4,Text-body
0.54,0.0,1.0,0.0,0.0,False,True,False,False,0,6,0,0,True,True,False,True,False,False,CTX195600870,4,4,Text-body
0.46,0.0,0.86,0.14,0.0,False,True,True,False,0,8,1,0,True,True,False,False,False,False,CTX195600870,5,5,Gallery
0.15,0.0,1.0,0.0,0.0,False,True,False,False,0,3,0,0,True,True,False,False,False,False,CTX195600870,6,3,Table
0.83,0.98,0.02,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX195600870,7,1,Form
0.6,0.0,0.88,0.12,0.0,False,True,True,False,0,7,1,0,True,True,False,True,False,False,CTX195600870,8,4,Text-body
1.21,0.46,0.54,0.0,0.0,True,True,False,False,10,10,0,0,True,True,True,True,False,False,CTX195600870,9,4,Text-body
0.5,0.0,0.32,0.68,0.0,False,True,True,False,0,12,2,0,True,False,False,False,False,False,CTX195802521,1,5,Gallery
0.69,0.75,0.25,0.0,0.0,True,True,False,False,19,17,0,0,True,False,True,False,False,False,CTX197003412,1,7,Table-text
2.05,0.99,0.01,0.0,0.0,True,True,False,False,3,3,0,0,False,False,True,False,False,False,CTX197003412,2,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX197402976,1,3,Table
1.08,0.9,0.0,0.1,0.01,True,False,True,True,3,0,1,1,False,True,True,False,False,False,CTX197802841,1,2,Form-figure
0.65,0.0,0.61,0.39,0.0,False,True,True,False,0,3,1,0,True,True,False,False,False,False,CTX197904722,1,5,Gallery
0.6,0.0,1.0,0.0,0.0,False,True,False,False,0,5,0,0,True,True,False,True,False,False,CTX197904722,2,4,Text-body
0.23,0.0,0.93,0.07,0.0,False,True,True,False,0,5,1,0,True,False,False,False,False,False,CTX197904722,3,5,Gallery
0.74,0.96,0.04,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX198402735,1,1,Form
3.96,0.98,0.02,0.0,0.0,True,True,False,False,6,6,0,0,True,True,True,False,False,False,CTX198402735,2,1,Form
5.93,0.98,0.02,0.0,0.0,True,True,False,False,10,10,0,0,True,True,True,False,False,False,CTX198402735,3,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX198402735,4,3,Table
1.18,0.83,0.17,0.0,0.0,True,True,False,True,2,1,0,1,True,True,True,False,False,False,CTX198602752,1,7,Table-text
0.16,0.0,0.61,0.32,0.07,False,True,True,True,0,1,1,3,True,False,False,False,False,False,CTX198602991,page,5,Gallery
0.34,0.0,0.44,0.55,0.01,False,True,True,True,0,12,1,1,True,False,False,False,False,False,CTX198701686,1,5,Gallery
0.0,0.0,1.0,0.0,0.0,False,True,False,False,0,1,0,0,True,False,False,False,False,False,CTX198702238A,1,1,Form
2.31,0.98,0.02,0.0,0.0,True,True,False,True,4,3,0,1,True,True,True,False,False,False,CTX198702238A,10,1,Form
1.83,0.97,0.03,0.0,0.0,True,True,False,False,3,3,0,0,True,True,True,False,False,False,CTX198702238A,11,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX198702238A,12,3,Table
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX198702238A,13,1,Form
0.05,0.0,1.0,0.0,0.0,False,True,False,False,0,3,0,0,False,True,False,False,False,False,CTX198702238A,14,9,Mixed
2.28,0.98,0.02,0.0,0.0,True,True,False,True,4,3,0,1,True,True,True,False,False,False,CTX198702238A,15,1,Form
1.84,0.98,0.02,0.0,0.0,True,True,False,True,3,2,0,1,True,True,True,False,False,False,CTX198702238A,16,1,Form
0.04,0.0,0.97,0.0,0.03,False,True,False,True,0,3,0,1,True,True,False,False,False,False,CTX198702238A,17,8,Headers-text
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,True,False,False,False,False,CTX198702238A,18,3,Table
0.06,0.0,1.0,0.0,0.0,False,True,False,False,0,4,0,0,False,True,False,False,False,False,CTX198702238A,19,9,Mixed
0.27,0.0,1.0,0.0,0.0,False,True,False,False,0,24,0,0,True,True,False,False,False,False,CTX198702238A,2,3,Table
0.04,0.0,1.0,0.0,0.0,False,True,False,False,0,3,0,0,True,True,False,False,False,False,CTX198702238A,20,3,Table
0.06,0.0,0.89,0.0,0.11,False,True,False,True,0,3,0,1,True,True,False,False,False,False,CTX198702238A,21,8,Headers-text
0.0,0.0,0.0,0.0,1.0,False,False,False,True,0,0,0,1,False,False,False,False,False,False,CTX198702238A,22,9,Mixed
0.76,0.21,0.01,0.79,0.0,True,True,True,False,3,2,1,0,True,True,False,False,True,False,CTX198702238A,23,2,Form-figure
0.83,1.0,0.0,0.0,0.0,True,False,False,True,1,0,0,1,True,True,True,False,False,False,CTX198702238A,24,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,CTX198702238A,25,10,Neither
0.33,0.0,1.0,0.0,0.0,False,True,False,False,0,29,0,0,True,True,False,False,False,False,CTX198702238A,3,3,Table
0.32,0.0,1.0,0.0,0.0,False,True,False,False,0,29,0,0,True,False,False,False,False,False,CTX198702238A,4,1,Form
0.29,0.0,1.0,0.0,0.0,False,True,False,False,0,26,0,0,True,False,False,False,False,False,CTX198702238A,5,1,Form
0.19,0.0,1.0,0.0,0.0,False,True,False,False,0,21,0,0,True,False,False,False,False,False,CTX198702238A,6,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,True,False,False,False,False,False,CTX198702238A,7,1,Form
0.15,0.0,0.96,0.0,0.04,False,True,False,True,0,14,0,1,True,False,False,False,False,False,CTX198702238A,8,8,Headers-text
0.8,1.0,0.0,0.0,0.0,True,False,False,True,1,0,0,1,True,True,True,False,False,False,CTX198702238A,9,1,Form
5.27,0.97,0.03,0.0,0.0,True,True,False,True,14,13,0,1,True,False,True,False,False,False,CTX198804439,1,1,Form
0.34,0.0,0.99,0.0,0.01,False,True,False,True,0,29,0,1,True,True,False,False,False,False,CTX198804439,2,8,Headers-text
0.28,0.0,1.0,0.0,0.0,False,True,False,False,0,23,0,0,True,False,False,False,False,False,CTX198804439,3,1,Form
0.25,0.0,1.0,0.0,0.0,False,True,False,False,0,5,0,0,True,False,False,False,False,False,CTX199004318,1,1,Form
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,CTX199400067,1,10,Neither
0.79,1.0,0.0,0.0,0.0,True,True,False,False,1,1,0,0,True,True,True,False,False,False,CTX199400067,2,1,Form
0.19,0.0,0.15,0.84,0.02,False,True,True,True,0,2,1,1,True,True,False,False,False,False,CTX199400067A,1,5,Gallery
0.29,0.0,1.0,0.0,0.0,False,True,False,False,0,26,0,0,True,True,False,False,False,False,CTX199400067A,10,3,Table
0.32,0.0,1.0,0.0,0.0,False,True,False,False,0,29,0,0,True,False,False,False,False,False,CTX199400067A,11,1,Form
0.35,0.0,1.0,0.0,0.0,False,True,False,False,0,29,0,0,True,False,False,False,False,False,CTX199400067A,12,1,Form
0.29,0.0,0.98,0.0,0.02,False,True,False,True,0,25,0,2,True,False,False,False,False,False,CTX199400067A,13,8,Headers-text
0.26,0.0,1.0,0.0,0.0,False,True,False,False,0,24,0,0,True,True,False,False,False,False,CTX199400067A,14,3,Table
0.31,0.0,1.0,0.0,0.0,False,True,False,False,0,29,0,0,True,False,False,False,False,False,CTX199400067A,15,1,Form
0.23,0.0,1.0,0.0,0.0,False,True,False,False,0,18,0,0,True,True,False,False,False,False,CTX199400067A,16,3,Table
0.57,0.0,0.22,0.78,0.0,False,True,True,False,0,5,1,0,True,True,False,False,False,False,CTX199400067A,17,5,Gallery
0.34,0.0,1.0,0.0,0.0,False,True,False,False,0,14,0,0,True,False,False,False,False,False,CTX199400067A,18,1,Form
0.23,0.0,0.99,0.0,0.01,False,True,False,True,0,12,0,1,True,False,False,False,False,False,CTX199400067A,19,8,Headers-text
0.0,0.0,0.0,0.0,0.0,False,False,False,False,0,0,0,0,False,False,False,False,False,False,CTX199400067A,2,10,Neither
0.22,0.0,0.97,0.0,0.03,False,True,False,True,0,2,0,2,True,False,False,False,False,False,CTX199400067A,20,8,Headers-text
